"filename", "language", "PHP", "MS SQL", "JSON", "reStructuredText", "XML", "Markdown", "YAML", "comment", "blank", "total"
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Averages.php", "PHP", 150, 0, 0, 0, 0, 0, 0, 79, 31, 260
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Averages\Mean.php", "PHP", 69, 0, 0, 0, 0, 0, 0, 40, 18, 127
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Conditional.php", "PHP", 160, 0, 0, 0, 0, 0, 0, 90, 44, 294
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Confidence.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 16, 8, 52
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Counts.php", "PHP", 47, 0, 0, 0, 0, 0, 0, 38, 12, 97
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Deviations.php", "PHP", 86, 0, 0, 0, 0, 0, 0, 37, 16, 139
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Beta.php", "PHP", 163, 0, 0, 0, 0, 0, 0, 83, 34, 280
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Binomial.php", "PHP", 123, 0, 0, 0, 0, 0, 0, 83, 26, 232
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\ChiSquared.php", "PHP", 207, 0, 0, 0, 0, 0, 0, 76, 47, 330
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\DistributionValidations.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 6, 22
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Exponential.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 17, 9, 55
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\F.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 20, 10, 64
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Fisher.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 26, 11, 73
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Gamma.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 55, 20, 149
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\GammaBase.php", "PHP", 258, 0, 0, 0, 0, 0, 0, 76, 55, 389
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\HyperGeometric.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 18, 9, 76
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\LogNormal.php", "PHP", 66, 0, 0, 0, 0, 0, 0, 57, 17, 140
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\NewtonRaphson.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 6, 14, 65
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Normal.php", "PHP", 96, 0, 0, 0, 0, 0, 0, 58, 27, 181
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Poisson.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 20, 10, 67
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\StandardNormal.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 87, 18, 159
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\StudentT.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 39, 20, 133
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Distributions\Weibull.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 19, 9, 58
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\MaxMinBase.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Maximum.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 25, 13, 86
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Minimum.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 25, 13, 86
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Percentiles.php", "PHP", 124, 0, 0, 0, 0, 0, 0, 50, 29, 203
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Permutations.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 35, 13, 101
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Size.php", "PHP", 51, 0, 0, 0, 0, 0, 0, 30, 17, 98
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\StandardDeviations.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 43, 10, 90
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Standardize.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 16, 8, 50
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\StatisticalValidations.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 9, 37
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Trends.php", "PHP", 251, 0, 0, 0, 0, 0, 0, 122, 53, 426
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\VarianceBase.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\Variances.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 57, 29, 187
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\CaseConvert.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 33, 13, 91
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\CharacterConvert.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 20, 15, 93
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Concatenate.php", "PHP", 131, 0, 0, 0, 0, 0, 0, 38, 26, 195
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Extract.php", "PHP", 149, 0, 0, 0, 0, 0, 0, 97, 37, 283
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Format.php", "PHP", 208, 0, 0, 0, 0, 0, 0, 75, 40, 323
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Helpers.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 4, 15, 93
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Replace.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 30, 13, 117
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Search.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 28, 14, 98
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Text.php", "PHP", 153, 0, 0, 0, 0, 0, 0, 58, 33, 244
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\TextData\Trim.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 18, 10, 51
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Token\Stack.php", "PHP", 73, 0, 0, 0, 0, 0, 0, 26, 21, 120
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Web\Service.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 21, 12, 74
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\CellReferenceHelper.php", "PHP", 89, 0, 0, 0, 0, 0, 0, 7, 24, 120
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\AddressHelper.php", "PHP", 126, 0, 0, 0, 0, 0, 0, 27, 23, 176
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\AddressRange.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 9, 8, 28
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\AdvancedValueBinder.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 36, 37, 211
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\Cell.php", "PHP", 640, 0, 0, 0, 0, 0, 0, 241, 125, 1006
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\CellAddress.php", "PHP", 99, 0, 0, 0, 0, 0, 0, 19, 31, 149
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\CellRange.php", "PHP", 92, 0, 0, 0, 0, 0, 0, 16, 27, 135
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\ColumnRange.php", "PHP", 91, 0, 0, 0, 0, 0, 0, 9, 26, 126
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\Coordinate.php", "PHP", 427, 0, 0, 0, 0, 0, 0, 195, 96, 718
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\DataType.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 28, 14, 91
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\DataValidation.php", "PHP", 185, 0, 0, 0, 0, 0, 0, 153, 62, 400
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\DataValidator.php", "PHP", 106, 0, 0, 0, 0, 0, 0, 16, 20, 142
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\DefaultValueBinder.php", "PHP", 86, 0, 0, 0, 0, 0, 0, 14, 12, 112
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\Hyperlink.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 37, 14, 97
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\IValueBinder.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 6, 3, 15
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\IgnoredErrors.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 0, 18, 63
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\RowRange.php", "PHP", 68, 0, 0, 0, 0, 0, 0, 4, 22, 94
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Cell\StringValueBinder.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 8, 27, 136
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Axis.php", "PHP", 243, 0, 0, 0, 0, 0, 0, 52, 50, 345
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\AxisText.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 3, 15, 64
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Chart.php", "PHP", 441, 0, 0, 0, 0, 0, 0, 198, 146, 785
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\ChartColor.php", "PHP", 127, 0, 0, 0, 0, 0, 0, 6, 28, 161
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\DataSeries.php", "PHP", 221, 0, 0, 0, 0, 0, 0, 139, 53, 413
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\DataSeriesValues.php", "PHP", 345, 0, 0, 0, 0, 0, 0, 146, 81, 572
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Exception.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\GridLines.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 6, 3, 14
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Layout.php", "PHP", 298, 0, 0, 0, 0, 0, 0, 141, 93, 532
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Legend.php", "PHP", 103, 0, 0, 0, 0, 0, 0, 41, 31, 175
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\PlotArea.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 57, 38, 208
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Properties.php", "PHP", 707, 0, 0, 0, 0, 0, 0, 113, 81, 901
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Renderer\IRenderer.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 10, 5, 23
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Renderer\JpGraph.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 13, 5, 41
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Renderer\JpGraphRendererBase.php", "PHP", 695, 0, 0, 0, 0, 0, 0, 45, 147, 887
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Renderer\MtJpGraphRenderer.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 8, 6, 39
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\Title.php", "PHP", 112, 0, 0, 0, 0, 0, 0, 32, 28, 172
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Chart\TrendLine.php", "PHP", 173, 0, 0, 0, 0, 0, 0, 3, 42, 218
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Collection\Cells.php", "PHP", 262, 0, 0, 0, 0, 0, 0, 146, 68, 476
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Collection\CellsFactory.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 6, 4, 21
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Collection\Memory\SimpleCache1.php", "PHP", 55, 0, 0, 0, 0, 0, 0, 14, 19, 88
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Collection\Memory\SimpleCache3.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 6, 19, 81
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Comment.php", "PHP", 198, 0, 0, 0, 0, 0, 0, 104, 57, 359
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\DefinedName.php", "PHP", 156, 0, 0, 0, 0, 0, 0, 73, 41, 270
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Document\Properties.php", "PHP", 274, 0, 0, 0, 0, 0, 0, 158, 78, 510
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Document\Security.php", "PHP", 81, 0, 0, 0, 0, 0, 0, 35, 25, 141
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Exception.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\HashTable.php", "PHP", 93, 0, 0, 0, 0, 0, 0, 63, 20, 176
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Helper\Dimension.php", "PHP", 77, 0, 0, 0, 0, 0, 0, 17, 17, 111
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Helper\Downloader.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 12, 19, 102
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Helper\Handler.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 2, 10, 46
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Helper\Html.php", "PHP", 790, 0, 0, 0, 0, 0, 0, 14, 58, 862
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Helper\Sample.php", "PHP", 200, 0, 0, 0, 0, 0, 0, 64, 35, 299
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Helper\Size.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 12, 46
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Helper\TextGrid.php", "PHP", 98, 0, 0, 0, 0, 0, 0, 0, 27, 125
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\IComparable.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 5, 3, 14
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\IOFactory.php", "PHP", 137, 0, 0, 0, 0, 0, 0, 71, 29, 237
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\NamedFormula.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 10, 7, 46
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\NamedRange.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 9, 9, 56
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\BaseReader.php", "PHP", 161, 0, 0, 0, 0, 0, 0, 50, 50, 261
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Csv.php", "PHP", 509, 0, 0, 0, 0, 0, 0, 123, 120, 752
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Csv\Delimiter.php", "PHP", 93, 0, 0, 0, 0, 0, 0, 20, 32, 145
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\DefaultReadFilter.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 7, 3, 19
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Exception.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Gnumeric.php", "PHP", 476, 0, 0, 0, 0, 0, 0, 52, 82, 610
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Gnumeric\PageSetup.php", "PHP", 117, 0, 0, 0, 0, 0, 0, 5, 26, 148
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Gnumeric\Properties.php", "PHP", 131, 0, 0, 0, 0, 0, 0, 0, 31, 162
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Gnumeric\Styles.php", "PHP", 230, 0, 0, 0, 0, 0, 0, 9, 35, 274
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Html.php", "PHP", 966, 0, 0, 0, 0, 0, 0, 103, 173, 1242
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\IReadFilter.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 7, 3, 16
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\IReader.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 100, 21, 145
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Ods.php", "PHP", 634, 0, 0, 0, 0, 0, 0, 92, 121, 847
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Ods\AutoFilter.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 9, 46
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Ods\BaseLoader.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 7, 22
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Ods\DefinedNames.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 14, 11, 71
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Ods\FormulaTranslator.php", "PHP", 93, 0, 0, 0, 0, 0, 0, 10, 13, 116
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Ods\PageSettings.php", "PHP", 134, 0, 0, 0, 0, 0, 0, 10, 28, 172
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Ods\Properties.php", "PHP", 114, 0, 0, 0, 0, 0, 0, 0, 23, 137
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Security\XmlScanner.php", "PHP", 86, 0, 0, 0, 0, 0, 0, 10, 21, 117
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Slk.php", "PHP", 404, 0, 0, 0, 0, 0, 0, 84, 80, 568
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls.php", "PHP", 2609, 0, 0, 0, 0, 0, 0, 1340, 822, 4771
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\XlsBase.php", "PHP", 256, 0, 0, 0, 0, 0, 0, 91, 51, 398
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\Biff5.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 17, 15, 70
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\Biff8.php", "PHP", 200, 0, 0, 0, 0, 0, 0, 108, 58, 366
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\Color.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 10, 5, 30
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\Color\BIFF5.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 3, 4, 74
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\Color\BIFF8.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 3, 4, 74
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\Color\BuiltIn.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 5, 4, 30
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\ConditionalFormatting.php", "PHP", 239, 0, 0, 0, 0, 0, 0, 40, 55, 334
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\DataValidationHelper.php", "PHP", 146, 0, 0, 0, 0, 0, 0, 36, 37, 219
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\ErrorCode.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 3, 4, 25
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\Escher.php", "PHP", 276, 0, 0, 0, 0, 0, 0, 202, 130, 608
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\ListFunctions.php", "PHP", 102, 0, 0, 0, 0, 0, 0, 19, 36, 157
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\LoadSpreadsheet.php", "PHP", 476, 0, 0, 0, 0, 0, 0, 78, 118, 672
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Reader\Xls\MD5.php", "PHP", 146, 0, 0, 0, 0, 0, 0, 21, 27, 194
